更新时间,公司名称,企业性质,行业分类,招聘岗位,工作地点,截止时间,届次,学历要求,批次,公告来源,公告链接,投递链接,专业要求,是否笔试,⚠筛选前先看使用说明！,父记录,父记录 2,字段 1
2026/07/24,四川天穹智创,民企,机械/制造业,无人机气动、结构、控制律设计岗；航空活塞发动机实验测试、结构设计岗；燃气涡轮发动机实验测试、结构设计岗；ECU控制系统设计岗；发动机机电电控系统研发岗；实验室运维与设备管理岗；销售助理,眉山,尽快投递,2027届,本科、硕士、博士,实习,四川天穹智创,https://mp.weixin.qq.com/s/_GJ2siPf3eFGru2B0GAt2A,https://mp.weixin.qq.com/s/_GJ2siPf3eFGru2B0GAt2A,飞行器设计、流体力学、空气动力学、热能与动力工程、航空发动机、航空宇航科学与技术、机械设计、结构力学、电力电子与电力传动、电气工程、信号与信息处理、人工智能、自动化、测控技术与仪器,/,,,,
2026/07/24,鑫源欣纺织,民企,耐用消费品,经编研发、纬编研发、研发留学生、纺织/染整技术员、打样/研发/检测员、品保、中控、设备工、助理、市场专员、国内/国外销售助理、外贸跟单员、营销留学生、会计助理、采购专员、人力行政专员,福州,尽快投递,2027届,本科、硕士、博士,秋招专场,鑫源欣纺织,https://mp.weixin.qq.com/s/08jTWAwAXeY8LxhhHIy5Kg,https://mp.weixin.qq.com/s/08jTWAwAXeY8LxhhHIy5Kg,纺织、服装类相关专业；纺织类、自动化相关专业；英语、国际贸易相关专业；财务、人力资源、工商管理相关专业,/,,,,
2026/07/24,中祥英,民企,IT/互联网/游戏,算法研发岗、仿真算法岗（器件仿真方向）、仿真算法岗（电路仿真方向）、仿真算法岗（AI模型方向）,"北京, 成都, 重庆",尽快投递,2027届,硕士、博士,秋招提前批,中祥英,https://mp.weixin.qq.com/s/NLHDFgQVsLK747xQQOAceA,https://mp.weixin.qq.com/s/NLHDFgQVsLK747xQQOAceA,计算机科学与技术、软件工程、自动化、人工智能、模式识别、自然语言处理、物理学、电子科学与技术、微电子学与固体电子学、应用数学等相关专业,/,,,,
2026/07/24,极目智能,民企,汽车制造/维修/零配件,感知算法工程师、深度学习算法工程师、路径规划算法工程师、控制算法工程师、硬件开发工程师、嵌入式软件开发工程师、JAVA开发工程师、车载测试工程师、销售工程师、售前工程师,武汉,尽快投递,2027届,本科、硕士、博士,秋招专场,极目智能,https://mp.weixin.qq.com/s/ROTZrE678GYJPoCChpTCcQ?click_id=904456192,https://mp.weixin.qq.com/s/ROTZrE678GYJPoCChpTCcQ?click_id=904456192,/,有笔试,,,,
2026/07/24,中国科学院空天信息创新研究院,事业单位,教育/培训/科研,科研岗、技术岗、管理岗,"北京, 苏州, 济南, 文昌",尽快投递,"2026届, 2027届",本科、硕士、博士,秋招提前批,中国科学院空天信息创新研究院,https://mp.weixin.qq.com/s/EWWcco0ufDklFRKstoJLhw,https://zhaopin.aircas.ac.cn/index,电子科学与技术、信息与通信工程、测绘科学与技术、计算机科学与技术、控制科学与工程类、地理学类、光学工程、自动化类、软件工程、航空宇航科学与技术、地球物理类、电气工程类、电子信息类、机械工程类、材料科学与工程类、仪器科学与技术类、大气与海洋科学类、环境科学与技术类、生态学类、化学类、物理学类、数学类、管理科学与工程类,/,,,,
2026/07/24,比亚迪,民企,汽车制造/维修/零配件,电子信息类、材料类、机械类、电气类、物理学类、化学类、自动化类、能源动力类、力学类、计算机类、生物科学类等专业,"深圳, 上海, 重庆, 惠州, 西安, 北京",尽快投递,"2026届, 2027届",博士,秋招专场,比亚迪-博士校招,https://mp.weixin.qq.com/s/vhFFMMRRa7KBK0jWKBTY0g,https://job.byd.com/portal/pc/?sessionid=#/school/schoolPhQ?1wdfb1LbMwhz4TymXhCJbg==,电子信息类、材料类、机械类、电气类、物理学类、化学类、自动化类、能源动力类、力学类、计算机类、生物科学类等专业,/,,,,
2026/07/24,新东方合肥,民企,教育/培训/科研,文学素养教师、双语阅读教师、理科脑力思维教师、初中学习机语文教师、初中学习机数学教师、初中学习机英语教师、初中学习机物理教师、高中数学教师、高中英语教师、高中物理教师、高中化学教师,"合肥, 芜湖",尽快投递,2027届,本科、硕士、博士,秋招提前批,新东方合肥,https://mp.weixin.qq.com/s/1knLseWZ3aTZLgY_273R9Q?scene=1,https://zhaopin.xdf.cn/jobs?activityGuid=2cce8436-e561-4200-b7f4-268f90efb8c6&memory=&silence=1,/,/,,,,
2026/07/24,潍柴集团,民企,机械/制造业,新能源（电池、电机、电控）方向、SOFC固体氧化物燃料电池方向、电力能源方向、人工智能方向、大缸径发动机方向,上海,尽快投递,"2026届, 2027届",博士,秋招专场,潍柴集团,https://mp.weixin.qq.com/s/okMHnCO03fF3cf-RIl9CXA?scene=1&click_id=3,https://weichai.zhiye.com/custom/boshi?hideMenu=1,/,/,,,,
2026/07/24,货拉拉,民企,交通/物流/仓储,全球拓展管培生（Global Management Trainee）,"深圳, 香港, 海外",尽快投递,"2024届, 2025届, 2026届, 2027届",本科、硕士、博士,秋招专场,货拉拉,https://mp.weixin.qq.com/s/iB8SFW7-7xqTd_8I6c2oJA?scene=1&click_id=1,https://app.mokahr.com/campus-recruitment/huolalahr/98660?sourceToken=832309c8596be192c0b5f5120dd1960a&sessionid=,/,/,,,,
2026/07/24,华设设计集团北京民航设计研究院,民企,机械/制造业,场道设计师、低空设计师、咨询工程师,北京,尽快投递,2026届,本科、硕士、博士,春招补招,华设设计集团北京民航设计研究院,https://mp.weixin.qq.com/s/OIeZgMzoG5EkD2BcSO10mw,https://mp.weixin.qq.com/s/OIeZgMzoG5EkD2BcSO10mw,机场规划与设计、交通运输工程（交通工程、机场工程研究方向）、土木工程、道路与桥梁工程、电子信息工程、计算机科学与技术、测绘工程、适航技术、航空航天工程等相关专业,有笔试,,,,
2026/07/24,行动亚洲,事业单位,机构/组织/政府,可持续零皮草时尚项目实习生（产业共建、人才赋能、项目落地、公众传播、行业研究、内容创作）,上海,尽快投递,"2027届, 2028届",本科、硕士,实习,行动亚洲,https://mp.weixin.qq.com/s/NKn-7nvAH8p9qv7Exl-puw?scene=1,https://mp.weixin.qq.com/s/NKn-7nvAH8p9qv7Exl-puw?scene=1,时尚传播、时尚设计、时尚管理等时尚相关专业,/,,,,
2026/07/24,设制场,民企,IT/互联网/游戏,剪辑师（实习）,上海,尽快投递,"2026届, 2027届, 2028届",本科、硕士、博士,实习,设制场,https://mp.weixin.qq.com/s/cdlS-IWA49M65pYhk7_ktA?scene=1&click_id=635505153,https://mp.weixin.qq.com/s/cdlS-IWA49M65pYhk7_ktA?scene=1&click_id=635505153,/,/,,,,
2026/07/24,上海青少年训练,央国企,文化/传媒/广告/体育,训练部业务管理、综合部业务管理、体教结合业务管理,上海,尽快投递,"2027届, 2028届",本科、硕士、博士,实习,上海青少年训练,https://mp.weixin.qq.com/s/nJa3SxNI1rn_o23c4LcPPA,https://mp.weixin.qq.com/s/nJa3SxNI1rn_o23c4LcPPA,体育学类、新闻传播学类,/,,,,
2026/07/24,中兴通讯,央国企,通信/电子/半导体,SMT技术员、维修技术员、库存管理员、质量技术员、测试维护员、装配技术员、设备技术员、工艺技术员,南京,尽快投递,2027届,本科、硕士、博士,实习,中兴通讯,https://mp.weixin.qq.com/s/xDShE7dcZJWgeFkjjxbYWA,https://app.mokahr.com/m/campus-recruitment/ztehr4/150449#/job/a4ce01e4-fc37-42d6-a60a-d8deef870834?from=qrcode,通信、电子、信息、软件、机电、机械、物流、自动化、计算机、机器人等理工类相关专业,/,,,,
2026/07/24,新东方南京,民企,教育/培训/科研,助教,南京,尽快投递,"2027届, 2028届",本科、硕士、博士,实习,新东方南京,https://mp.weixin.qq.com/s/SYDVwe3V-qRsfzd5Zk7koQ,https://mp.weixin.qq.com/s/SYDVwe3V-qRsfzd5Zk7koQ,小学教育、幼师、师范类、数理化英教育背景相关专业,/,,,,
2026/07/24,森大集团,民企,贸易/批发/零售,校园大使,"远程, 线上",尽快投递,"2027届, 2028届",本科、硕士、博士,秋招专场,森大集团,https://mp.weixin.qq.com/s/FMbaYbDzdvWWtZUqkUoM5Q,https://mp.weixin.qq.com/s/FMbaYbDzdvWWtZUqkUoM5Q,/,/,,,,
2026/07/24,兰境文化,民企,文化/传媒/广告/体育,制作实习生、市场实习生,上海,尽快投递,"2026届, 2027届, 2028届",本科、硕士、博士,实习,兰境文化,https://mp.weixin.qq.com/s/SVL2imlK6CbJPCH-A623pA?scene=1,https://mp.weixin.qq.com/s/SVL2imlK6CbJPCH-A623pA?scene=1,/,/,,,,
2026/07/24,芒果TV,央国企,文化/传媒/广告/体育,编剧策划组、人物编剧组、执行组、宣传组、统筹组、商务组,长沙,尽快投递,"2027届, 2028届",本科、硕士、博士,实习,芒果TV,https://mp.weixin.qq.com/s/dwnXq80RA5il02_6jtxSZg?scene=1,https://app.mokahr.com/m/campus-recruitment/mgtv/118889?locale=zh-CN,/,有笔试,,,,
2026/07/24,上饶国控投资集团,央国企,金融业,会计岗实习生、市政工程施工管理岗实习生、园林养护管理岗实习生、检测岗实习生、技术岗实习生,上饶,2026-08-01,"2027届, 2028届",本科、硕士,实习,上饶国控投资集团,https://mp.weixin.qq.com/s/fK5kIaTKx_EkFK4Ci9Pjuw?scene=1,https://mp.weixin.qq.com/s/fK5kIaTKx_EkFK4Ci9Pjuw?scene=1,/,/,,,,
2026/07/24,北京心舍,民企,教育/培训/科研,培训与运营（全职）、市场运营（实习生）,北京,尽快投递,"2026届, 2027届, 2028届",本科、硕士、博士,实习,北京心舍,https://mp.weixin.qq.com/s/0gyqSI0OADF0v0azD6wjNQ?scene=1&click_id=717137319,https://mp.weixin.qq.com/s/0gyqSI0OADF0v0azD6wjNQ?scene=1&click_id=717137319,心理学、教育学等相关专业,/,,,,
2026/07/24,凯创御聘,民企,IT/互联网/游戏,企业服务顾问（实习岗）、项目助理（实习岗）、运营专员（实习岗）,广州,尽快投递,2027届,本科、硕士、博士,实习,凯创御聘,https://mp.weixin.qq.com/s/wR4W4gt4hkiuxkBb3dMKDg?clicktag=bar_share&scene=1&clickpos=0&from_safari=0,https://mp.weixin.qq.com/s/wR4W4gt4hkiuxkBb3dMKDg?clicktag=bar_share&scene=1&clickpos=0&from_safari=0,不限专业,/,,,,
2026/07/24,超星集团,民企,"IT/互联网/游戏, 教育/培训/科研",产品经理岗·高校数字校园方向、计算机、软件工程、教育技术,武汉,尽快投递,2026届,本科、硕士、博士,春招补招,超星集团,https://www.xiaohongshu.com/explore/6a603ff5000000000100c456?app_platform=android&ignoreEngage=true&app_version=9.31.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB_jSNUU7cLwRg_JQ94KPMj_vJFlDWzrnTp4iWogfk4sA=&author_share=1&xhsshare=CopyLink&shareRedId=N0g0RkRLPDxMPko6S0E0SkczO0A2Sj45&apptime=1784858932&share_id=f623cb87b4704edcb0362643826a715e&share_channel=copy_link,https://www.xiaohongshu.com/explore/6a603ff5000000000100c456?app_platform=android&ignoreEngage=true&app_version=9.31.0&share_from_user_hidden=true&xsec_source=app_share&type=normal&xsec_token=CB_jSNUU7cLwRg_JQ94KPMj_vJFlDWzrnTp4iWogfk4sA=&author_share=1&xhsshare=CopyLink&shareRedId=N0g0RkRLPDxMPko6S0E0SkczO0A2Sj45&apptime=1784858932&share_id=f623cb87b4704edcb0362643826a715e&share_channel=copy_link,/,/,,,,
2026/07/24,三明市城市建设发展集团,央国企,房地产业/建筑业,储备干部、市场专员、区域专员（招采）,三明,2026-07-29,2026届,本科、硕士、博士,春招补招,三明市城市建设发展集团,https://www.smcfjt.com/wenzhang/12708.html,https://www.smcfjt.com/wenzhang/12708.html,电气工程及其自动化、建筑电气与智能化、土木工程、市场营销、工程管理类,有笔试,,,,
2026/07/24,康华生物,民企,医疗/医药/生物,管理培训生,"北京, 上海, 成都",尽快投递,"2026届, 2027届",硕士、博士,春招补招,康华生物,https://mp.weixin.qq.com/s/XZcSM07MAoGS499iQKxiGg,https://mp.weixin.qq.com/s/XZcSM07MAoGS499iQKxiGg,生命科学、医学、经管财务、法律等相关专业,/,,,,
2026/07/24,株洲市公共交通集团有限责任公司,央国企,交通/物流/仓储,新能源技术管理员、营运管理员（运输工程及汽车工程方向）、网络工程管理员、软件工程管理员、安全管理员、经营管理员、工程管理员（工程造价及工程预决算方向）、车辆技术管理员、广告设计管理员、宣传管理员,株洲,2026-08-05,"2025届, 2026届",本科、硕士、博士,春招补招,株洲市公共交通集团有限责任公司,https://www.zhuzhoubus.com/News_Detail.asp?id=1155,https://zpks.sun-hrm.com/nindex/?ecode=zhrzp,新能源科学与工程、储能科学与工程、能源服务工程、可持续能源、智能电网信息工程、电气工程与智能控制、能源互联网工程、交通运输、交通运输与规划管理、交通工程、道路交通运输、智能交通技术运用、智能运输工程、交通运营管理、网络工程、信息安全、电子信息工程技术、信息安全与管理、计算机科学与技术、计算机系统结构、计算机技术、软件工程、工业软件、软件工程技术、人工智能、计算机软件与理论、计算机应用技术、安全工程、应急技术与管理、安全生产监管、安全科学与工程、会计学、应用经济学、经济统计学、应用统计、经济工程、工程造价、工程审计、工程管理、土木、水利与交通工程、土木工程规划与管理、智能建造工程、土木工程、汽车运用与维修技术、汽车车身维修技术、交通设备与控制工程、车辆工程、艺术设计学、视觉传达设计、美术学、设计学、戏剧影视美术设计、公共艺术、网络与新媒体、播音与主持艺术、新闻传播学等相关专业,有笔试,,,,
2026/07/24,沈阳航空产业集团,央国企,机械/制造业,出纳、客服专员、财务、会计、金融,沈阳,2026-07-31,"2024届, 2025届, 2026届",本科、硕士、博士,春招补招,沈阳航空产业集团,https://gzw.shenyang.gov.cn/rcdwjszl/202607/t20260722_5061107.html,https://gzw.shenyang.gov.cn/rcdwjszl/202607/t20260722_5061107.html,/,有笔试,,,,
2026/07/24,自然资源部所属单位,事业单位,教育/培训/科研,专业技术岗位1、专业技术岗位7、综合管理岗、训练业务岗、海洋碳酸盐体系动力学研究岗、海洋有机化学分析岗2、海洋渔业资源研究岗、海洋生物制品研究岗、海洋生物功能活性物质开发利用岗,北京,2026-07-31,"2024届, 2025届, 2026届",本科、硕士、博士,春招补招,自然资源部所属单位,https://www.mohrss.gov.cn/SYrlzyhshbzb/fwyd/SYkaoshizhaopin/zyhgjjgsydwgkzp/gxbyszpzl/202607/t20260722_580688.html,https://www.mohrss.gov.cn/SYrlzyhshbzb/fwyd/SYkaoshizhaopin/zyhgjjgsydwgkzp/gxbyszpzl/202607/t20260722_580688.html,港口、海岸及近海工程、物理海洋学、地图学与地理信息系统、气象学、计算数学、应用数学、流体力学、英语语言文学、国际政治、国际关系、法学、心理学、体育学、海洋科学（海洋化学或海洋生物学/海洋生物技术方向）、地球化学、环境科学与工程、生态学、化学（分析化学/有机化学方向）、海洋生物学、渔业资源、药学,/,,,,
2026/07/23,理想汽车,民企,汽车制造/维修/零配件,算法与软件 芯片研发芯片架构操作系统与嵌入式开发芯片前端设计信息安全电子电器架构,"北京, 上海, 杭州, 深圳, 香港",尽快投递,2027届,本科、硕士、博士,秋招提前批,理想汽车,https://mp.weixin.qq.com/s/OucaQ21na9h1LXnfTPWbmQ,https://www.lixiang.com/employ/campus/list.html?job_mode=1&project_id=15&employchannelcode=7B8MZAZ&fromJob=1&sessionid=,/,/,,,,
2026/07/23,深信服,民企,IT/互联网/游戏,AI算法类、AI-infra类、Agent开发类,"深圳, 北京, 长沙, 成都",尽快投递,2027届,本科、硕士、博士,秋招提前批,深信服,https://mp.weixin.qq.com/s/tBepcnSahMW3uXUsBn013g,https://app.mokahr.com/campus-recruitment/sangfor/27944?locale=zh-CN#/jobs?commitment%5B0%5D=%E5%85%A8%E8%81%8C&zhineng%5B0%5D=192154,/,/,,,,
2026/07/23,辉瑞中国,外企,医疗/医药/生物,研发AIPilot实习生项目:人工智能、计算机科学、数据科学、生物信息等相关专业,"上海, 北京, 武汉",尽快投递,2027届,本科、硕士、博士,实习,辉瑞中国,https://mp.weixin.qq.com/s/M98n8YccOR1cZC72GtMsXw,https://careersite.tupu360.com/pfizercampus/position/detail?positionId=6a5dc53acf856c3f733f81b3,人工智能、计算机科学、数据科学、生物信息等相关专业,/,,,,
2026/07/23,超参数科技,民企,IT/互联网/游戏,后台开发工程师强化学习研究员算法工程师机器学习研究员,深圳,尽快投递,2027届,本科、硕士、博士,秋招专场,超参数科技,https://app.mokahr.com/campus-recruitment/chaocanshu/45562#/job/874e83ff-7956-4329-a497-d741e45ec54c,https://app.mokahr.com/campus-recruitment/chaocanshu/45562#/job/874e83ff-7956-4329-a497-d741e45ec54c,/,/,,,,
2026/07/23,普源精电,民企,机械/制造业,AI开发工程师ATE测试工程师 财务会计数据科学家营销培训生现场应用工程师IT开发工程师供应链管培生射频IC工程师 机械结构工程师 模拟IC工程师半导体工艺工程师LTCc工艺工程师FPGA工程师软件工......,"苏州, 上海, 西安, 北京, 深圳",尽快投递,2027届,本科、硕士、博士,秋招专场,普源精电,https://rigolportal.jobs.feishu.cn/campus/position/list?spread=9HENZ3G,https://rigolportal.jobs.feishu.cn/campus/position/list?spread=9HENZ3G,/,/,,,,
